X,Y,Z,Label
274,416,994,0
263,411,985,0
252,435,969,0
247,443,962,0
239,451,952,0
239,456,953,0
239,470,961,0
238,494,948,0
256,489,918,0
244,492,927,0
276,493,951,0
302,488,975,0
321,480,1015,0
338,456,1042,0
371,439,1068,0
391,398,1066,0
406,361,1054,0
411,309,1064,0
408,311,1104,0
427,338,1127,0
442,321,1142,0
447,312,1144,0
463,268,1173,0
435,230,1144,0
422,184,1174,0
416,180,1183,0
410,184,1133,0
420,205,1100,0
427,217,1070,0
406,230,1039,0
403,264,1036,0
397,297,1042,0
400,301,1015,0
407,294,1031,0
436,272,1036,0
458,237,1069,0
467,191,1125,0
469,136,1178,0
464,121,1200,0
454,153,1160,0
446,189,1135,0
454,237,1089,0
463,272,1067,0
481,269,1056,0
485,256,1074,0
469,231,1062,0
459,195,1087,0
448,180,1073,0
437,181,1048,0
442,202,1010,0
465,212,1002,0
451,211,1029,0
451,217,1039,0
460,198,1046,0
447,185,1052,0
453,207,1035,0
448,216,1028,0
439,213,1034,0
439,217,1020,0
443,240,1037,0
442,223,1050,0
444,210,1022,0
426,219,1031,0
415,237,1022,0
400,238,989,0
374,269,977,0
393,281,980,0
391,267,993,0
383,245,1008,0
370,204,1004,0
357,192,1008,0
360,190,1021,0
359,186,1032,0
354,181,1053,0
354,152,1066,0
348,125,1065,0
334,76,1071,0
335,75,1049,0
333,88,1053,0
336,88,1069,0
321,103,1069,0
317,117,1091,0
321,134,1090,0
309,97,1075,0
314,67,1077,0
287,70,1046,0
270,59,1058,0
282,48,1030,0
265,57,1031,0
261,62,1032,0
245,62,1022,0
225,81,1060,0
236,80,1024,0
234,76,1000,0
218,48,1031,0
210,0,1006,0
199,-32,1007,0
168,-37,1004,0
173,-4,975,0
160,19,939,0
150,54,936,0
146,65,919,0
122,40,878,0
101,17,912,0
73,-45,950,0
65,-62,957,0
35,-64,949,0
37,-35,945,0
51,-5,906,0
44,4,871,0
38,-6,873,0
34,-11,844,0
13,-18,844,0
